"رقم الموظف ",الجنس,الجنسية,"الفئة العمرية ",الجهة,الكادر الوظيفي,المرتبة الوظيفية,المسمى الوظيفي,المقر,المنطقة الإدارية,تصنيف العملية,السنة,الشهر,"اليوم "
1414,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1415,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1416,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1417,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1418,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1419,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1420,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1421,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1422,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1423,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1424,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1425,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1426,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1427,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1428,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1429,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1430,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1431,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1432,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1433,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1434,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1435,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1436,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1437,أنثى,سعودي,46-50,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1438,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1439,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1440,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1441,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1442,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1443,أنثى,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1444,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1445,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1446,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1447,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1448,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1449,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1450,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1451,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1452,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1453,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1454,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1455,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1456,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1457,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1458,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1459,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1460,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1461,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1462,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1463,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1464,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1465,أنثى,سعودي,46-50,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1466,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1467,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1468,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1469,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1470,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1471,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1472,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1473,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1474,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1475,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1476,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1477,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1478,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1479,أنثى,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1480,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1481,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1482,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1483,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1484,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1485,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1486,أنثى,سعودي,41-45,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1487,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1488,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1489,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1490,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1491,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1492,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1493,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1494,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1495,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1496,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1497,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1498,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1499,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المخواه,الباحه,التعاقد,1446,2,7
1500,أنثى,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,المندق,الباحه,التعاقد,1446,2,7
1501,أنثى,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,بلجرشى,الباحه,التعاقد,1446,2,7
1502,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1503,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1504,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1505,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1506,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1507,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1508,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1509,ذكر,سعودي,31-35,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1510,ذكر,سعودي,36-40,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
1511,ذكر,سعودي,25-30,وزارة التعليم,لم يحدد,لم يحدد,معلم مـمارس,الباحه,الباحه,التعاقد,1446,2,7
