"رقم الموظف ",الجنس,الجنسية,"الفئة العمرية ",الجهة,الكادر الوظيفي,المرتبة الوظيفية,المسمى الوظيفي,المقر,المنطقة الإدارية,تصنيف العملية,السنة,الشهر,"اليوم "
498,ذكر,سعودي,31-35,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس إدارة  مشاريع,الرياض,الرياض,التعاقد,1445,10,28
499,ذكر,سعودي,31-35,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس إدارة  مشاريع,الرياض,الرياض,التعاقد,1445,10,28
500,أنثى,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس تصميم مواقع,الرياض,الرياض,التعاقد,1445,10,28
501,أنثى,سعودي,36-40,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس تصميم مواقع,الرياض,الرياض,التعاقد,1445,10,28
502,ذكر,سعودي,36-40,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس حاسب آلي,الرياض,الرياض,التعاقد,1445,10,28
503,ذكر,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس زراعي,الرياض,الرياض,التعاقد,1445,10,28
504,ذكر,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس طرق,الرياض,الرياض,التعاقد,1445,10,28
505,ذكر,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس طرق,الرياض,الرياض,التعاقد,1445,10,28
506,ذكر,سعودي,31-35,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس كهربائي,الرياض,الرياض,التعاقد,1445,10,28
507,ذكر,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس كهربائي,الرياض,الرياض,التعاقد,1445,10,28
508,ذكر,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس مدني,الرياض,الرياض,التعاقد,1445,10,28
509,ذكر,سعودي,31-35,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس مدني,الرياض,الرياض,التعاقد,1445,10,28
510,ذكر,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس مدني,الرياض,الرياض,التعاقد,1445,10,28
511,ذكر,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس مدني,الرياض,الرياض,التعاقد,1445,10,28
512,ذكر,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس معماري,الرياض,الرياض,التعاقد,1445,10,28
513,ذكر,سعودي,26-30,أمانة منطقة الرياض,المتعاقدين,متعاقد,مهندس معماري,الرياض,الرياض,التعاقد,1445,10,28
514,ذكر,سعودي,31-35,أمانة منطقة الرياض,المتعاقدين,متعاقد,هيدروجيولوجي,الرياض,الرياض,التعاقد,1445,10,28
515,ذكر,"مقيم ",46-50,الجامعة الإسلامية بالمدينة المنورة,لم يحدد,لم يحدد,أستاذ,المدينةالمنورة,المدينةالمنورة,التعاقد,1445,10,28
516,ذكر,سعودي,31-35,بلدية القنفذة,لم يحدد,لم يحدد,مساعد إداري,القنفذة,مكة المكرمة,التعاقد,1445,10,28
517,أنثى,سعودي,36-40,جامعة الملك عبدالعزيز,أعضاء هيئة التدريس,أستاذ مساعد,أستاذ مساعد,جدة,مكة المكرمة,التعيين,1445,10,28
518,ذكر,سعودي,26-30,جامعة تبوك,لم يحدد,لم يحدد,محضر مختبر,تبوك,تبوك,التعاقد,1445,10,28
519,ذكر,سعودي,31-35,جامعة حفر الباطن,لم يحدد,لم يحدد,مراقب خدمات,حفر الباطن,الدمام,التعاقد,1445,10,28
520,ذكر,سعودي,20-25,كلية الملك فهد الأمنية,لم يحدد,لم يحدد,مسجل معلومات,الرياض,الرياض,التعاقد,1445,10,28
521,أنثى,سعودي,36-40,وزارة التعليم,الموظفين,السادسة,لم يحدد,لم يحدد,لم يحدد,التعيين,1445,10,28
522,ذكر,سعودي,20-25,وزارة الشؤون الإسلامية والدعوة والإرشاد,لم يحدد,لم يحدد,كاتب,بلاد رجال المع,ابها,التعاقد,1445,10,28
523,أنثى,سعودي,26-30,وزارة الشؤون الإسلامية والدعوة والإرشاد,لم يحدد,لم يحدد,كاتب,احدالمسارحه,جازان,التعاقد,1445,10,28
524,ذكر,سعودي,26-30,وزارة الصحة,الصحيين,طبيب مقيم,طبيب مقيم,الاحساء,الدمام,التعاقد,1445,10,28
525,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تمريض,الاسياح بالقصيم,بريده,التعاقد,1445,10,28
526,ذكر,سعودي,36-40,الجامعة الإسلامية بالمدينة المنورة,أعضاء هيئة التدريس,أستاذ مساعد,أستاذ مساعد,المدينةالمنورة,المدينةالمنورة,التعيين,1445,10,29
527,ذكر,سعودي,20-25,بلدية الدرب,لم يحدد,لم يحدد,كاتب,الدرب,جازان,التعاقد,1445,10,29
528,أنثى,سعودي,31-35,جامعة حفر الباطن,لم يحدد,لم يحدد,أخصائية أشعة,حفر الباطن,الدمام,التعاقد,1445,10,29
529,ذكر,سعودي,26-30,رئاسة أمن الدولة,الموظفين,السادسة,باحث معلومات مساعد,الرياض,الرياض,التعيين,1445,10,29
530,أنثى,سعودي,26-30,وزارة الشؤون الإسلامية والدعوة والإرشاد,لم يحدد,لم يحدد,كاتب,جازان,جازان,التعاقد,1445,10,29
531,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,فنية تخدير,املج,تبوك,التعاقد,1445,10,29
532,أنثى,سعودي,26-30,وزارة الصحة,لم يحدد,لم يحدد,كاتب,جدة,مكة المكرمة,التعاقد,1445,10,29
533,ذكر,سعودي,20-25,وزارة الصحة,لم يحدد,لم يحدد,كاتب,جدة,مكة المكرمة,التعاقد,1445,10,29
534,أنثى,سعودي,31-35,بلدية البدائع,المستخدمين,الواحد والثلاثون,عامل تجهيز,البدائع,بريده,التعيين,1445,11,1
535,أنثى,سعودي,46-50,جامعة أم القرى,لم يحدد,لم يحدد,أستاذ مساعد,مكة المكرمة,مكة المكرمة,التعاقد,1445,11,1
536,ذكر,سعودي,41-45,جامعة الملك خالد,أعضاء هيئة التدريس,أستاذ مساعد,أستاذ مساعد,ابها,ابها,التعيين,1445,11,1
537,ذكر,سعودي,41-45,جامعة الملك سعود,لم يحدد,لم يحدد,أستاذ مساعد,الرياض,الرياض,التعاقد,1445,11,1
538,أنثى,سعودي,26-30,جامعة تبوك,لم يحدد,لم يحدد,أخصائي,تبوك,تبوك,التعاقد,1445,11,1
539,أنثى,سعودي,26-30,جامعة تبوك,لم يحدد,لم يحدد,محضر مختبر,تبوك,تبوك,التعاقد,1445,11,1
540,أنثى,سعودي,41-45,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
541,أنثى,سعودي,26-30,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
542,ذكر,سعودي,26-30,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
543,ذكر,سعودي,26-30,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
544,ذكر,سعودي,20-25,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
545,ذكر,سعودي,26-30,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
546,ذكر,سعودي,26-30,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
547,ذكر,سعودي,26-30,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
548,ذكر,سعودي,36-40,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
549,ذكر,سعودي,36-40,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
550,ذكر,سعودي,26-30,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
551,ذكر,سعودي,26-30,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
552,ذكر,سعودي,26-30,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
553,ذكر,سعودي,26-30,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
554,ذكر,سعودي,31-35,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
555,ذكر,سعودي,31-35,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
556,ذكر,سعودي,36-40,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
557,ذكر,سعودي,26-30,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
558,ذكر,سعودي,26-30,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
559,ذكر,سعودي,26-30,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
560,ذكر,سعودي,26-30,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
561,ذكر,سعودي,31-35,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
562,ذكر,سعودي,26-30,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
563,ذكر,سعودي,26-30,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
564,ذكر,سعودي,26-30,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
565,ذكر,سعودي,20-25,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
566,ذكر,سعودي,41-45,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
567,ذكر,سعودي,26-30,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
568,ذكر,سعودي,31-35,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
569,ذكر,سعودي,31-35,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
570,ذكر,سعودي,26-30,رئاسة الإستخبارات العامة,الموظفين,الخامسة,مساعد إداري ممارس أول,الرياض,الرياض,التعيين,1445,11,1
